======================================
=== SHEET: Efectividad (21 rows x 16 cols) ===
======================================
 | ¿Próxima Acción? | Sí |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Tipo de Compromiso | Esta semana No |  |  |  |  |  |  |  |  |  |  |  |  | 
 | N° de Próximas acciones |  |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Contexto | Total |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @A la espera | 11 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Casa | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @GoPRO | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Iquique | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Oficina | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Teléfono | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Online | 17 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Offline | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Desarrollo Web | 3 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Búsqueda Internet | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Compras internet | 1 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Email | 7 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Ipad | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Computador | 6 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | @Mac | 2 |  |  |  |  |  |  |  |  |  |  |  |  | 
 | Grand Total | 70 |  |  |  |  |  |  |  |  |  |  |  |  | 
[20 data rows]

======================================
=== SHEET: PROYECTOS (121 rows x 2 cols) ===
======================================
¿Próxima Acción? | Sí
AREA | (Multiple Items)
Proyecto | N° Acciones
Estamos registrados en Sernatur y operando en regla | 1
Las redes sociales de ANE son visualmente atractivas y a la gente le atrae | 1
Los videos ANE están estructurados y ahora es más rápido la edición de video | 1
NO movimientos de ANE declarados | 1
Sergio tiene su VISA en regla | 1
Tenemos poleras nuevas a un buen precio | 2
Tengo un asesor de empresa para todos los temas relacionados con ANE | 1
Seguimos generando videos de experiences | 3
Mi cuenta de Cairo está cerrada | 1
Hago acciones de bajo costo que generan gran impacto en nuestro negocio de ANE | 1
Tenemos todas las facturas relacionadas con ANE en orden | 1
El branding personal de ANE está muy trabajado y su estrategia está completamente definida | 1
Seguimos agregando nuevos facilitadores en la tribu de ANE | 1
Seguimos ampliando la visibiliad de ANE en internet | 2
Tenemos cuenta de paypal de empresa y está integrada en nuestra web | 1
Sergio y yo Nos organizamos muy bien y trabajamos en equipo excepcionalmente | 1
Tengo un contador para ANE en el que confío y es muy bueno haciendo su trabajo | 3
Tenemos un formulario de clientes para nuestras propias actividades | 1
Tenemos un lugar seguro donde guardar nuestra  material de experiencias: Paddles y otros. A poder ser junto a la furgoneta!! | 1
La furgoneta está ploteada con ANE y Red Paddle y se ve bakan | 2
Sergio tiene su contrato de ANE en regla | 1
Sergio tiene su carnet de conducir chileno | 1
Sergio se encuentra en contínuo aprendizaje y cada día lee más porque le encanta aprender | 1
Sergio es PADI open water | 1
ANE tiene una estrategia definida en conjunto con Pisagua Sumergido para meter paddles en Pisagua | 1
ANE tiene Red Paddle en 3 tiendas de Iquique y nos los han comprado | 1
Tenemos 2 banderas de ANE y las hemos hecho en Perú | 1
Tenemos 2 banderas de Red Paddle y las hemos hecho en Perú | 1
Tenemos una polera de surftrips para hombre brutal!!! | 1
Sergio cada vez sabe más sobre la flora y fauna de la región convirtiéndose en un guía increíble | 1
Nuestras actividades ANE están super bien definidas con precios claros, rutas concretas y tiempos medidos; listas para poder enviar a clientes | 1
ANE tiene pequeños souvenirs que la gente puede comprar | 1
Sergio controla sus gastos y tiene visibilidad sobre dónde se va el dinero y se está preparando a conciencia para cuando tenga lucas!! | 1
Sergio ha cancelado su tarjeta de la Kutxa | 1
En el Marley coffe hay videos de ANE dando vueltas todo el día | 1
Sergio tiene su portátil impeke, con todos los archivos donde tienen que estar y todo lo es necesario está archivado o ya se eliminó | 1
Las tomas que grabamos en ANE son más profesionales y bakanes | 1
La furgoneta del Equipo A de ANE está full equipada para experiences | 2
Sergio tiene Fan Page de atleta bodyboarder y está increíble, se ve excelente y tiene muchas visitas. Está ligada a ANE | 1
Sergio está federado y compite en campeonatos de boadyboard internacionales | 3
ANE tiene clientes que pagan buenas lucas por experiencias | 1
Sergio tiene el certificado de primeros auxilios en Chile | 1
ANE tiene una red inmensa de colaboradores que se sienten parte de ANE | 1
Grand Total | 53
[47 data rows]

======================================
=== SHEET: LISTA de Proyectos y Acciones (863 rows x 26 cols) ===
======================================
Contador | AREA | OBJETIVO | Proyecto | Subproyecto | Acción | ¿Próxima Acción? | Contexto | Contacto | Tiempo | Energía | Fecha inicio | Fecha objetivo | ¿Fecha límite? | Tipo de Compromiso | ¿Activa? | Completada | Fecha finalización | Notas |  |  |  |  |  |  | 
17 | VENTA ONLINE |  | Preparado mi Estrategia completa de mail marketing | Curso | Curso gratuito de Inboud Marketing de Hub Spot | app.hubspot.com/academy-certification/2495213 | 
18 | VENTA ONLINE |  | Preparado mi Estrategia completa de mail marketing | Curso | Curso "legacy Collection" de Frank Kern | masscontrol.customerhub.net | 
19 | VIDA SALUDABLE |  | Estoy comiendo saludable, me preparo batidos full energía y me llega pedido a casa | Web | Web de compra online saludable | agriculturavedicamaharishi.org | 
20 | VIDA SALUDABLE |  | Estoy comiendo saludable, me preparo batidos full energía y me llega pedido a casa | Web | Web de Ana Moreno | flexivegetarianos.com | 
21 | VIDA SALUDABLE |  | Estoy comiendo saludable, me preparo batidos full energía y me llega pedido a casa | Web | Web sobre qué contiene cada alimento | glycemicindex.com | 
22 | VIVIR CON ABUNDANCIA |  | Estoy modelando el éxito de Sergio Fernandez | Web | Web de Sergio Fernandez | pensamientopositivo.org | 
23 | VIVIR CON ABUNDANCIA |  | Estoy modelando el éxito de Sergio Fernandez | Web | Web de Fabián Gonzalez, del Master de emprendedores de Sergio Fernandez | fabiangonzalezh.com | 
24 | WEB JOX |  |  | Web | Web donde tengo mis dominios de mis páginas web | GoDaddy.com | 
25 | WEB JOX |  | Web finalizada con video de presentación de la web y 1 curso de GTD con video de presentación | Web | Plataforma web que es buena para gestionar comentarios en tu página web | disqus.com | 
26 | WEB JOX |  |  | Web | Web de CHRIS GUILLEBEAU. Ejemplo a seguir | chrisguillebeau.com/ | 
27 |  |  |  | Web | Web de José Masiá | cambiandocreencias.com | 
28 |  |  |  | Web | Web de Jerónimo Sanchez | jeronimosanchez.com | 
29 |  |  |  | Web | Web sobre GTD, desarrollo personal y organización | controlyperspectiva.com | 
30 |  |  |  | Web | Web sobre GTD, desarrollo personal y organización | marcaladiferencia.com | 
31 |  |  |  | Web | Web | productividadengtd.com | 
32 |  |  |  | Web | Web GTD & Evernote | blog.davidtorne.com/es | 
 |  |  |  | Web | Affiliates | my.wealthyaffiliate.com | 
 |  |  |  | Web | Curso Online de Ramón Samsó | http://raimonsamso.info/courses | 
 |  |  |  | Web | Web sobre PRESENTAR | elartedepresentar.com  | 
 |  |  |  | Blog | Blog de datos estadísticos del mundo | schbowl.blogspot.cl | 
 |  |  |  | Fotos | Web de fotos buenas para utilizar en Atacama North Experience | flickr.com | 
 | ANE | LEGAL |  | Web | Registro en Sernatur | registro.sernatur.cl/ | 
 |  |  |  |  |  | conservador.cl | 
 | ANE |  |  | Web | Organizan actividades y cursos de supervivencia en Todo el mundo y en patagonia, no en el norte de Chile | info.nols.edu/ | 
 | ANE |  | Videos Atacama | Música | Canción para video de Jox | youtube.com/watch?v=dGrFVYN_GQI  | 
 | ANE |  | Colaboradores ANE | Web | Web posible colaborador SUR Chile | patagoniaexperience.cl/index.php | 
 | ANE |  | Colaboradores ANE | Web | Web posible colaborador SUR Chile | conectapatagonia.cl | 
 | ANE |  | Colaboradores ANE | Web | Web posible colaborador SUR Chile | Experiencia Mapuche (preguntar a Magda) | 
 | ANE |  | Colaboradores ANE | Web | Web posible colaborador NORTE Chile | tourmisticos.cl | 
 | ANE |  | Lecturas que quiero leer | Blog | 6 Motivos emocionales para comprar | merca20.com/todas-las-decisiones-de-compra-son-emocionales/ | 
 | ANE |  | Lecturas que quiero leer | Blog | 5 claves para crear una estrategia de Branding emocional | puromarketing.com/29/23340/claves-para-crear-estrategia-branding-emocional.html | 
 | ANE |  | Generación de contenido ANE | Web | Find the most shared content for any topic or domain | app.buzzsumo.com/research/most-shared | 
 |  |  | Colaboradores ANE | Web | Web posible colaborador SUR Chile | fundaciontrekkingchile.cl | 
 |  |  | Lecturas que quiero leer | Blog | Modelo de ANE en cuanto a Experiencias turísticas | mabelcajal.com/2013/10/venta-marketing-de-experiencias-en-internet.html | 
 |  |  | Lecturas que quiero leer | Blog | Uso de Hashtag en turismo | mabelcajal.com/2013/11/hashtag-y-turismo-como-usarlos-en-tu-empresa.html/ | 
 |  |  |  | Web | Marketing para emprendedores de turismo | mabelcajal.com | 
 |  |  |  |  | herramienta para extraer datos de páginas web  | dash.import.io | 
[54 data rows]

======================================
=== SHEET: INBOX SALAME (1 rows x 1 cols) ===
======================================
[0 data rows]

======================================
=== SHEET: INBOX JOX (87 rows x 3 cols) ===
======================================
 |  | Magicaltours.cl +56 572763474- tour operador iquique altiplano y cultura
 |  | Habitantesur.wixsite.com/aventuraltiplano +56 57 2 217290
 |  | Bicicletandina.cl +56994155773 +56 572763474
 |  | Aventuraiquique.cl
 |  | Altazor.cl +56977642891 +56572380110 parapente 
[5 data rows]

======================================
=== SHEET: Acciones Completadas (77 rows x 26 cols) ===
======================================
Contador | AREA | OBJETIVO | Proyecto | Subproyecto | Acción | ¿Próxima Acción? | Contexto | Contacto | Tiempo | Energía | Fecha inicio | Fecha objetivo | ¿Fecha límite? | Tipo de Compromiso | ¿Activa? | Completada | Fecha finalización | Notas |  |  |  |  |  |  | 
5 | WEB JOX |  | Web finalizada con video de presentación de la web y 1 curso de GTD con video de presentación | Video de presentación de la web grabado y subido a la web desde la NUBE*(definir qué NUBE: dropbox, googledrive,etc.) | Aprender a utilizar Screenflow | No | @Casa |  | 3. 30'-1h' | Media |  |  | No | Algún día/Tal vez | No | Sí |  |  |  |  |  |  |  |  | 
12 | VIVIR CON ABUNDANCIA |  | Estoy modelando lo que hace la gente que tiene éxito | He identificado la gente que considero tiene éxito y estudio su éxito | Listar gente que considero un ejemplo a seguir (o a copiar) o cuya información me puede aportar. Agregar además su página web a Lista de "Material de Apoyo" | No | @Offline |  | 2. 15'-30' | Media |  |  | No | Esta semana No | No | Sí | 2016-08-28 00:00:00 | He listado las personas en MI DOCUMENTO, apartado 9 GENTE A MODELAR |  |  |  |  |  |  | 
14 |  |  |  |  | Mandar wasap a Sergio y decirle que se haga socio de LAN | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
26 |  |  |  |  | Ir a cortarme el pelo | No | @Calle |  | 4. 1h-2h' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-25 00:00:00 |  |  |  |  |  |  |  | 
29 | COACHING |  | 2o certificado de coaching en mi casa |  | Enviar mail a smartcoach y pregunta el horario de apertura de su oficina para pasar a recoger título | No | @Email |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | Están abiertos el viernes por la mañana hasta las 14h y por la tarde de 16h a 18h |  |  |  |  |  |  | 
31 | KAISEN PERSONAL |  | Disco duro y computadores sin archivos duplicados ni versiones anteriores y subido a Googledrive lo que necesito en todos mis dispositivos |  | Descargar el mejor software de sincronización de archivos para Windows | No | @Online |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | No | Sí |  | FreeSync |  |  |  |  |  |  | 
33 | WEB JOX |  | Dominios de mis páginas web están controlados y bien administrados |  | Comprar dominio con mi nombre: www.joxcortinat.com / josecortinat.com | No | @Compras internet |  | 2. 15'-30' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
41 |  |  | Mi RUT está actualizado en máquina de registro entrada/salida Ausenco |  | Pedir a HHRR que cambien el número de RUT que figura en la máquina de marcado de entrada a AUSENCO | No | @Oficina |  | 1. <15' | Baja | 2016-08-22 00:00:00 | 2016-08-22 00:00:00 | Sí | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
46 | CURSOS |  | Primer curso sobre Vivir con Abundancia dado en Iquique |  | Dar curso sobre GTD en Marley Coffee | No | @Iquique |  | 5. >2h' | Alta |  | 2016-11-18 00:00:00 | Sí | Esta semana No | No | Sí |  | En el Marley no es apropiado. Veo la posibilidad en Anandayoga |  |  |  |  |  |  | 
56 |  |  |  |  | Pedir a Romerais revista Demolición con anuncio | No | @Iquique | Romerais@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-04 00:00:00 | Nos da una caja entera |  |  |  |  |  |  | 
65 |  |  |  |  | Ojear web de Lakari.eus para dar mi opinión a Juantxo | No | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-05 00:00:00 | Sólo está en Euskera. Debería estar también en castellano |  |  |  |  |  |  | 
179 | ANE |  | Cuenta empresa bancaria de ANE está hecha |  | Llamar a Marcos para hablar de si él también deja ANE | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-28 00:00:00 | Le he llamado, no contesta, le he enviado mensaje por face |  |  |  |  |  |  | 
67 | KAISEN PERSONAL |  | Dominios de mis páginas web están controlados y bien administrados | Tener el control de mis dominios, cuáles tengo, cuánto me cuestas, cuándo expiran, en qué fechas me cobran, cómo me cobran | Ir a Godaddy.com y conocer el entorno de la web | No | @Online |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
180 | ANE |  | Cuenta empresa bancaria de ANE está hecha |  | Esperar a que Tito haga los traspasos de ANE | No | @A la espera | Tito@ |  |  |  |  | No | Esta semana No | No | Sí | 2016-09-05 00:00:00 | Falta firma en notaría |  |  |  |  |  |  | 
75 |  |  |  |  | Comprobar si me cobraron en tarjeta de crédito Santander el almuerzo en el Delhi el 16 o 17 de agosto | No | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | No me cobraron |  |  |  |  |  |  | 
231 | ANE |  | Estamos registrados en Sernatur y operando en regla |  | Buscar cómo operar como operador de turismo en Chile, en web de sernatur | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | No | Sí | 2016-09-06 00:00:00 | Ya estamos registrados y a la espera de que Firmemos los cambios en el contrato |  |  |  |  |  |  | 
82 | CURSOS | Estoy impartiendo talleres salas arrendadas en Santiago y todo es un éxito | Tengo el plan logístico de mis talleres arreglado (Lugar, precio, etc) |  | Publicar mis cursos en tusclasesparticulares.cl | No | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-21 00:00:00 | Estoy inscrito |  |  |  |  |  |  | 
84 | SERGIO |  | Sergio está trabajando organizado y tiene el control |  | Pedir a Sergio que me exponga cómo va a organizar su tiempo y en qué tareas. Va a seguir el calendario que le pasé, necesita mi apoyo? | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
85 | SERGIO |  | Sergio está trabajando organizado y tiene el control |  | Recordar a Sergio si va a hacer el panfleto de oferta de servicios y que defina cuánto va a tardar | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | Dice que sí, pero ahora está aterrizando |  |  |  |  |  |  | 
86 |  |  |  |  | Cambiar contraseña de videoscribe | No | @Online |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | Hecho |  |  |  |  |  |  | 
88 | VENTA ONLINE |  | Preparado mi Estrategia completa de mail marketing | Estoy formándome en las materias que quiero para alcanzar el estado personal que quiero | Crear listado de cursos que tengo para capacitarme (Frank Kern, Fb adds, Hubspot, etc.) | No | @Online |  | 2. 15'-30' | Media |  |  | No | Esta semana No | No | Sí | 2016-08-28 00:00:00 | He colocado los cursos en Lista de Material de Apoyo |  |  |  |  |  |  | 
90 | KAISEN PERSONAL |  | Tengo controlado todos los sitios webs donde estoy subscrito, dónde tengo cuentas, cuáles son sus contraseñas, cómo se utilizan | Hago pagos con Paypal y administro bien las cuentas que tengo abiertas | Asociar mi tarjeta de crédito española o chilena a cuenta de paypal, aprender a pagar con paypal | No | @Online |  | 3. 30'-1h' | Alta |  |  | No | Algún día/Tal vez | No | Sí | 17/91/6 | Ya tengo mi cuenta Paypal OK |  |  |  |  |  |  | 
91 | AUSENCO |  |  |  | Preguntar a Osvaldo qué tal le va con el material que le pasé de GTD | No | @Teléfono | Osvaldo@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | No ha "tenido" tiempo para trabajar con el GTD |  |  |  |  |  |  | 
92 | SERGIO |  | Sergio tiene su VISA en regla |  | Pedir a Sergio que haga un plan de acción con las tareas que tiene, y qué tengo que hacer yo para que tenga cuanto antes el Visado para Chile | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
96 |  |  |  |  | Llamar a Caro de Mckinsey y decirle que no quiero participar en el proceso | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-31 00:00:00 | Le envío mensaje de voz por wasap |  |  |  |  |  |  | 
37 | ANE |  | Las actividades de Paddle en Iquique ya se encuentran operativas, con precios y a la gente les encanta |  | Llamar a Constantino de RedPaddle para preguntarle cuándo llegan los paddles | No | @Teléfono | Constantino@ | 1. <15' | Baja | 2016-09-15 00:00:00 | 2016-09-22 00:00:00 | No | Algún día/Tal vez | No | Sí | 2016-09-02 00:00:00 |  |  |  |  |  |  |  | 
105 | COACHING |  | Estoy ejercitando como coach |  | Decir a Cristina Díaz si le interesa agendar sesión de coaching | No | @Oficina | Cristina@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | Ya hemos hecho la primera sesión de coaching y tirado Tarot |  |  |  |  |  |  | 
109 | ANE |  | Las actividades de Paddle en Iquique ya se encuentran operativas, con precios y a la gente les encanta |  | Llamar a Sergio y pedir que ponga un precio a las actividades que él ofrece o va a ofrecer | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Algún día/Tal vez | No | Sí |  |  |  |  |  |  |  |  | 
110 | DESARROLLO PERSONAL |  | Tengo habilidades de venta clara y tengo las respuestas a las objecciones de mis clientes |  | Leer libro de Negociar es fácil si sabe cómo | No | @Libro |  | 5. >2h' | Media |  |  | No | Esta semana No | No | Sí | 2016-09-01 00:00:00 | Leido hasta la etapa de Intercambio |  |  |  |  |  |  | 
112 | KAISEN PERSONAL | Tengo mayor orden en mi vida y vivo sin estrés |  |  | Buscar en internet sobre codificación de documentos y carpetas, para determinar la codificación que voy a seguir | No | @Búsqueda Internet |  | 4. 1h-2h' | Media |  |  | No | Esta semana No | No | Sí |  | Descargado. Se llama ARCHIVO DIGITAL |  |  |  |  |  |  | 
188 | ANE |  | Las actividades de Paddle en Iquique ya se encuentran operativas, con precios y a la gente les encanta |  | Esperar a que Sergio me envíe el costo de las actividades de Paddle en Iquique | No | @A la espera | Sergio@ |  |  |  |  | No | Esta semana No | No | Sí | 2016-09-02 00:00:00 |  |  |  |  |  |  |  | 
115 | DESARROLLO PERSONAL |  |  |  | Descargar audiolibros que me puedan interesar | No | @Online |  | 2. 15'-30' | Baja |  |  | No | Algún día/Tal vez | No | Sí |  |  |  |  |  |  |  |  | 
189 | ANE |  | Las actividades de Paddle en Iquique ya se encuentran operativas, con precios y a la gente les encanta |  | Preguntar a Sergio por lo de las actividades de Paddle para colegios  | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-02 00:00:00 |  |  |  |  |  |  |  | 
118 |  |  | Tenemos poleras nuevas a un buen precio |  | Pedir a Sergio que envíe fotos de Pisagua al arquitecto para que diseñe la polera; que pida al artista del Marley que le diseñe una polera de surftrip para hombre | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
119 |  |  | Tenemos poleras nuevas a un buen precio |  | Recordar a Nahu que haga la polera de surftrip para mujer | No | @Teléfono | Nahu@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
120 |  |  | Tenemos poleras nuevas a un buen precio |  | Nahu me va decir que visión tiene del diseño, si quiere hacer algo en serio o no | No | @A la espera | Nahu@ |  |  |  |  | No | Comprometida | No | Sí | 2016-08-29 00:00:00 | Va a diseñar en serio |  |  |  |  |  |  | 
264 | ANE SUP SCHOOL IQUIQUE |  | Las actividades de Paddle en Iquique ya se encuentran operativas, con precios y a la gente les encanta |  | Preguntar a Sergio si ya ha hablado con Airam sobre qué hace el en Sport Fit | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-06 00:00:00 | Ya ha hablado y hay estrategia |  |  |  |  |  |  | 
146 | FUENTES INGRESOS |  | Creada Nueva Fuente de ingresos | Ofrezco un infoproducto en una página web | Grabar con Screenflow la presentación de David Cantone en productividadminimalista.com | No | @Online |  | 3. 30'-1h' | Baja |  |  | No | Esta semana No | No | Sí |  | Tengo en el Mac el archivo |  |  |  |  |  |  | 
148 | OCIO |  |  |  | Ver 7 años en el tibe en cuevana2.tv | No | @Casa |  | 5. >2h' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-27 00:00:00 |  |  |  |  |  |  |  | 
153 | GTD |  | Sistema GTD personal en operación y completando mejora continua |  | Sincronizar aplicación Tiny Calendar con Google calendar | No | @Teléfono |  | 2. 15'-30' | Alta |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
329 | ANE |  | Ramón Navarro tiene una polera de punta de lobos de ANE y nos ha enviado una foto |  | Pedir a Sergio que me envíe una polera de ANE con alguien que esté viniendo a Stgo desde Iquique | No | @Teléfono | Sergio@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-15 00:00:00 | Va ver quién viene a Santiago para traérmela |  |  |  |  |  |  | 
169 | GTD |  | Sistema GTD personal en operación y completando mejora continua |  | Aprender a utilizar Tiny Calendar App y utilizarla | No | @Teléfono |  | 2. 15'-30' | Baja |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
172 |  |  |  |  | Escuchar Habana Abierta, grupo de música cubana | Sí | @Online |  | 3. 30'-1h' | Media |  |  | No | Tal vez nunca | No | Sí | 2016-08-28 00:00:00 | Los estoy siguiendo en Spotify |  |  |  |  |  |  | 
177 | MAGDA |  |  |  | Ir a entregar zapatillas de la Magda al portero de Pedro de Valdivia | No | @Calle |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | No | Sí | 2016-08-28 00:00:00 | Están con el conserje y ya he informado a Eva |  |  |  |  |  |  | 
181 | COACHING |  | Estoy ejercitando como coach |  | Enviar cita con outlook a Cristina para el viernes 9 de septiembre | No | @Email | Cristina@ | 1. <15' | Baja | 2016-08-20 00:00:00 |  | No | Esta semana No | No | Sí | 2016-08-29 00:00:00 |  |  |  |  |  |  |  | 
183 |  |  |  |  | Preguntar a Aline qué tal está | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-28 00:00:00 | Llamo y no contesta, le envío audio de wasap |  |  |  |  |  |  | 
76 | ANE |  | Sergio es oficialmente socio de ANE |  | Incluir a Sergio Cortinat en ANE | No | @Iquique | Tito@ | 3. 30'-1h' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-05 00:00:00 | 50% suyo |  |  |  |  |  |  | 
77 | ANE |  | Sergio es oficialmente socio de ANE |  | Llamar a Tito para decirle que en mi próxima visita incluimos a Sergio en ANE | No | @Teléfono | Tito@ | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí |  | Tito sale de ANE |  |  |  |  |  |  | 
192 | GTD |  | Sistema GTD personal en operación y completando mejora continua |  | Pasar todas las notas del iphone y ipad al gtd | No | @Computador |  | 4. 1h-2h' | Alta |  |  | No | Esta semana No | No | Sí |  |  |  |  |  |  |  |  | 
195 |  |  | Cuenta empresa bancaria de ANE está hecha |  | Esperar a que Marcos me llame o envie mensaje por facebook | No | @A la espera |  |  |  |  |  | No | Esta semana No | No | Sí | 2016-09-02 00:00:00 | Hablado con Marcos y me pasa todo lo de ANE |  |  |  |  |  |  | 
234 | ANE |  | Sergio está alquilando paddles en Cabancha con permiso de la gobernación |  | Buscar en internet qué hay sobre legislación respecto a alquilar paddles en la playa | No | @Online |  | 2. 15'-30' | Media |  |  | No | Esta semana No | No | Sí | 2016-09-07 00:00:00 | Elimino tarea |  |  |  |  |  |  | 
206 |  |  |  |  | Avisar a Sandra de que tiene 11 lucas en la mesa y que le debo 4 | No | @Teléfono |  | 1. <15' | Baja | 2016-08-09 00:00:00 |  | No | Esta semana No | No | Sí | 2016-08-29 00:00:00 | Mensaje recibido |  |  |  |  |  |  | 
213 | MARCA PERSONAL |  | Mi estrategia de Marca Personal está construida habiendo aplicado el proceso de Personal Branding |  | Ver videos de Berto, a través de los correos que me ha enviado en gmail | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | No | Sí | 2016-09-15 00:00:00 | Vi los videos, el formato está bueno. Él no transmite mucho. |  |  |  |  |  |  | 
216 |  |  |  |  | reservar hotel para el domingo en antofagasta | No | @Online |  | 2. 15'-30' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-30 00:00:00 | Tengo bus directo a Escondida |  |  |  |  |  |  | 
218 |  |  | Soy conferenciante y me llaman para hacer conferencias |  | Decirle al Gianpiero Mercanti que puedo dar una charla relacionada con vivir con abundancia y cómo se relaciona con las actividades deportivas | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-29 00:00:00 |  |  |  |  |  |  |  | 
225 | LIBERTAD FINANCIERA |  | Tengo control sobre mis finanzas y sé cuál es la salud financiera, mi colchón en caso de no tener ingresos, etc |  | Buscar en internet cómo se hace un balance de ingresos y gastos y aplicarlo al mío | No | @Online |  | 3. 30'-1h' | Media |  |  | No | Esta semana No | No | Sí | 2016-09-01 00:00:00 | He descargado unos Excels y videos que están en Descargas de este computador |  |  |  |  |  |  | 
232 |  |  |  |  | Llamar a Niki Triantafilous de Tandem para preguntar si el bus de las 23:59 espera a las personas que llegan a las 00:05 a Antofagasta | No | @Teléfono |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-08-31 00:00:00 |  |  |  |  |  |  |  | 
233 |  |  |  |  | Reunión con Tino el viernes a las 11h para que nos diga qué es necesario en Chile para hacer actividades de paddle, y para alquilar paddles en playa | No | @Teléfono | Constantino@ | 4. 1h-2h' | Media | 2016-09-02 00:00:00 |  | Sí | Comprometida | No | Sí | 2016-09-02 00:00:00 | Buena reunión |  |  |  |  |  |  | 
235 |  |  |  |  | Esperar a que  Tino me confirme a qué hora nos reunimos el viernes 1 Sept | No | @A la espera |  |  |  |  |  | No | Comprometida | No | Sí | 2016-08-30 00:00:00 | Confirmado |  |  |  |  |  |  | 
237 |  |  | Las cuentas entre Iker, los aitas y yo están claras: respecto pagos en Amazon con tarjeta de la ama, el vuelo a Chile de los aitas, lo que me debe Iker, y lo que iker debe a los aitas |  | Buscar cuánto me costaron los vuelos de la ama y el aita | No | @Email |  | 1. <15' | Baja |  |  | No | Esta semana No | No | Sí | 2016-09-01 00:00:00 | Está en "Cuentas Iker Aitas" en 7. DATOS PERSONALES |  |  |  |  |  |  | 
